source,target,weight,s_country,t_prov,s_date,t_date
EPI_ISL_14065055,EPI_ISL_16922539,2,Croatia,Tianjin,2022-07-06,2022-09-10
EPI_ISL_14255240,EPI_ISL_16922723,2,South Korea,Tianjin,2022-07-14,2022-09-11
EPI_ISL_14255240,EPI_ISL_16922724,1,South Korea,Tianjin,2022-07-14,2022-09-11
EPI_ISL_17697540,EPI_ISL_16922546,0,South Korea,Tianjin,2022-09-21,2022-09-13
EPI_ISL_14126537,EPI_ISL_16922547,1,Malaysia,Tianjin,2022-06-19,2022-09-14
EPI_ISL_14255240,EPI_ISL_16922729,1,South Korea,Tianjin,2022-07-14,2022-09-14
EPI_ISL_14255240,EPI_ISL_16922752,1,South Korea,Tianjin,2022-07-14,2022-09-15
EPI_ISL_15593889,EPI_ISL_16829064,2,Singapore,Chongqing,2022-10-17,2022-09-15
EPI_ISL_14255240,EPI_ISL_16922747,1,South Korea,Tianjin,2022-07-14,2022-09-15
EPI_ISL_14255240,EPI_ISL_16922742,1,South Korea,Tianjin,2022-07-14,2022-09-15
EPI_ISL_14568339,EPI_ISL_16634200,2,Israel,Beijing,2022-08-14,2022-09-15
EPI_ISL_14255240,EPI_ISL_16922749,2,South Korea,Tianjin,2022-07-14,2022-09-15
EPI_ISL_14255240,EPI_ISL_16922784,1,South Korea,Tianjin,2022-07-14,2022-09-16
EPI_ISL_14944140,EPI_ISL_16854411,0,USA,Beijing,2022-09-05,2022-09-16
EPI_ISL_15789625,EPI_ISL_16634208,0,France,Beijing,2022-10-17,2022-09-16
EPI_ISL_17381977,EPI_ISL_16634207,0,Japan,Beijing,2022-12-16,2022-09-16
EPI_ISL_13496785,EPI_ISL_16634206,1,Australia,Beijing,2022-06-15,2022-09-16
EPI_ISL_15523594,EPI_ISL_16854412,0,Germany,Beijing,2022-09-29,2022-09-18
EPI_ISL_14255240,EPI_ISL_16922818,1,South Korea,Tianjin,2022-07-14,2022-09-18
EPI_ISL_14255240,EPI_ISL_16922797,1,South Korea,Tianjin,2022-07-14,2022-09-18
EPI_ISL_14069496,EPI_ISL_16634212,2,Denmark,Beijing,2022-07-20,2022-09-19
EPI_ISL_14698929,EPI_ISL_16634214,3,Germany,Beijing,2022-08-20,2022-09-19
EPI_ISL_15272408,EPI_ISL_16634211,0,United Kingdom,Beijing,2022-09-22,2022-09-19
EPI_ISL_15140235,EPI_ISL_16634213,0,Sweden,Beijing,2022-06-03,2022-09-19
EPI_ISL_14827277,EPI_ISL_16634216,0,USA,Beijing,2022-07-12,2022-09-19
EPI_ISL_13051782,EPI_ISL_16634215,0,Belgium,Beijing,2022-05-04,2022-09-19
EPI_ISL_16871577,EPI_ISL_16634217,1,Japan,Beijing,2022-07-24,2022-09-19
EPI_ISL_13276609,EPI_ISL_17104934,2,Thailand,Guangxi,2022-05-01,2022-09-19
EPI_ISL_13282422,EPI_ISL_16922554,0,Luxembourg,Tianjin,2022-05-30,2022-09-19
EPI_ISL_14138238,EPI_ISL_16922555,3,Japan,Tianjin,2022-06-28,2022-09-19
EPI_ISL_14255240,EPI_ISL_16922825,1,South Korea,Tianjin,2022-07-14,2022-09-20
EPI_ISL_15078727,EPI_ISL_18070498,3,Indonesia,Shandong,2022-07-07,2022-09-20
EPI_ISL_15358894,EPI_ISL_18070499,2,South Korea,Shandong,2022-09-23,2022-09-20
EPI_ISL_13359613,EPI_ISL_17261626,1,United Kingdom,Zhejiang,2022-06-13,2022-09-20
EPI_ISL_13452881,EPI_ISL_17261627,1,USA,Zhejiang,2022-06-07,2022-09-20
EPI_ISL_13275893,EPI_ISL_17261628,0,Australia,Zhejiang,2022-05-24,2022-09-20
EPI_ISL_14316004,EPI_ISL_17261629,0,Mexico,Zhejiang,2022-06-17,2022-09-20
EPI_ISL_13512020,EPI_ISL_17261631,0,Philippines,Zhejiang,2022-06-08,2022-09-20
EPI_ISL_14238659,EPI_ISL_17261632,1,Ireland,Zhejiang,2022-06-16,2022-09-20
EPI_ISL_14537319,EPI_ISL_17261634,2,South Korea,Zhejiang,2022-08-01,2022-09-20
EPI_ISL_14808891,EPI_ISL_16634220,0,USA,Beijing,2022-08-25,2022-09-20
EPI_ISL_14010294,EPI_ISL_16634221,0,USA,Beijing,2022-06-29,2022-09-20
EPI_ISL_14032230,EPI_ISL_17261639,2,France,Zhejiang,2022-07-04,2022-09-20
EPI_ISL_14064554,EPI_ISL_18070500,1,USA,Shandong,2022-06-07,2022-09-22
EPI_ISL_13694178,EPI_ISL_16922556,2,Hong Kong,Tianjin,2022-05-29,2022-09-22
EPI_ISL_13441120,EPI_ISL_16922557,2,South Korea,Tianjin,2022-06-03,2022-09-22
EPI_ISL_13646307,EPI_ISL_16922844,2,USA,Tianjin,2022-06-22,2022-09-22
EPI_ISL_13691137,EPI_ISL_18070501,4,Australia,Shandong,2022-06-26,2022-09-22
EPI_ISL_15777830,EPI_ISL_16854413,0,Reunion,Beijing,2021-10-26,2022-09-22
EPI_ISL_14255240,EPI_ISL_16922845,1,South Korea,Tianjin,2022-07-14,2022-09-23
EPI_ISL_14722472,EPI_ISL_16829065,3,India,Chongqing,2022-08-18,2022-09-23
EPI_ISL_14763366,EPI_ISL_16922558,0,Canada,Tianjin,2022-07-11,2022-09-23
EPI_ISL_15640726,EPI_ISL_17197588,5,Malaysia,Chongqing,2022-09-15,2022-09-24
EPI_ISL_14255240,EPI_ISL_16922852,1,South Korea,Tianjin,2022-07-14,2022-09-25
EPI_ISL_15222053,EPI_ISL_16922563,0,USA,Tianjin,2022-09-18,2022-09-26
EPI_ISL_15433138,EPI_ISL_16922561,2,Czech Republic,Tianjin,2022-09-20,2022-09-26
EPI_ISL_15171013,EPI_ISL_16922562,1,Israel,Tianjin,2022-09-11,2022-09-26
EPI_ISL_14255240,EPI_ISL_16922863,1,South Korea,Tianjin,2022-07-14,2022-09-26
EPI_ISL_15971162,EPI_ISL_17261643,1,Switzerland,Zhejiang,2022-09-23,2022-09-26
EPI_ISL_15471323,EPI_ISL_17261644,0,Australia,Zhejiang,2022-10-12,2022-09-26
EPI_ISL_14722008,EPI_ISL_16922565,1,Peru,Tianjin,2022-07-22,2022-09-27
EPI_ISL_15533705,EPI_ISL_16922566,1,South Korea,Tianjin,2022-09-30,2022-09-27
EPI_ISL_13574981,EPI_ISL_16634225,0,Ireland,Beijing,2022-06-14,2022-09-28
EPI_ISL_16506509,EPI_ISL_16634224,0,South Korea,Beijing,2023-01-04,2022-09-28
EPI_ISL_15984495,EPI_ISL_16922569,2,Nigeria,Tianjin,2022-08-20,2022-09-29
EPI_ISL_15349001,EPI_ISL_16922568,1,Switzerland,Tianjin,2022-09-28,2022-09-29
EPI_ISL_16437123,EPI_ISL_16922902,1,Italy,Tianjin,2022-12-31,2022-09-29
EPI_ISL_15221658,EPI_ISL_17261645,0,USA,Zhejiang,2022-09-15,2022-09-30
EPI_ISL_15111973,EPI_ISL_17261646,1,Pakistan,Zhejiang,2022-05-24,2022-09-30
EPI_ISL_14255240,EPI_ISL_16350843,1,South Korea,Beijing,2022-07-14,2022-10-01
EPI_ISL_14136713,EPI_ISL_16922941,1,South Korea,Tianjin,2022-07-06,2022-10-01
EPI_ISL_15137574,EPI_ISL_16922571,0,Germany,Tianjin,2022-09-10,2022-10-02
EPI_ISL_16259483,EPI_ISL_16922920,1,Singapore,Tianjin,2022-12-17,2022-10-02
EPI_ISL_15011970,EPI_ISL_16922573,4,USA,Tianjin,2022-08-16,2022-10-02
EPI_ISL_16506509,EPI_ISL_16922929,0,South Korea,Tianjin,2023-01-04,2022-10-03
EPI_ISL_16506509,EPI_ISL_16922935,1,South Korea,Tianjin,2023-01-04,2022-10-03
EPI_ISL_14379376,EPI_ISL_16922934,4,Germany,Tianjin,2022-07-04,2022-10-03
EPI_ISL_17797226,EPI_ISL_16854414,0,Spain,Beijing,2022-10-21,2022-10-03
EPI_ISL_15700413,EPI_ISL_16854415,0,Croatia,Beijing,2022-10-04,2022-10-04
EPI_ISL_15526417,EPI_ISL_16854416,0,Spain,Beijing,2022-10-10,2022-10-04
EPI_ISL_15405218,EPI_ISL_16922576,1,Israel,Tianjin,2022-09-30,2022-10-04
EPI_ISL_13748939,EPI_ISL_16634242,0,USA,Beijing,2022-06-30,2022-10-04
EPI_ISL_14089671,EPI_ISL_16634239,3,United Kingdom,Beijing,2022-06-24,2022-10-04
EPI_ISL_15065906,EPI_ISL_16634240,1,USA,Beijing,2022-09-07,2022-10-04
EPI_ISL_14538224,EPI_ISL_16634236,0,South Korea,Beijing,2022-07-27,2022-10-04
EPI_ISL_15082072,EPI_ISL_16634235,0,Russia,Beijing,2022-08-17,2022-10-04
EPI_ISL_14460987,EPI_ISL_16264218,1,USA,Guangdong,2022-08-03,2022-10-04
EPI_ISL_14573560,EPI_ISL_16634234,5,Poland,Beijing,2022-08-01,2022-10-04
EPI_ISL_16413603,EPI_ISL_16922944,2,South Korea,Tianjin,2022-12-18,2022-10-05
EPI_ISL_13964744,EPI_ISL_16634250,0,Malaysia,Beijing,2022-06-29,2022-10-05
EPI_ISL_14937821,EPI_ISL_16634248,3,Russia,Beijing,2022-08-08,2022-10-05
EPI_ISL_16259483,EPI_ISL_16264215,1,Singapore,Guangdong,2022-12-17,2022-10-05
EPI_ISL_15609291,EPI_ISL_16634247,0,South Korea,Beijing,2022-10-07,2022-10-05
EPI_ISL_14394920,EPI_ISL_16634246,3,Germany,Beijing,2022-07-17,2022-10-05
EPI_ISL_16506509,EPI_ISL_16634243,0,South Korea,Beijing,2023-01-04,2022-10-05
EPI_ISL_16259483,EPI_ISL_16264216,1,Singapore,Guangdong,2022-12-17,2022-10-06
EPI_ISL_12918160,EPI_ISL_16634252,2,United Kingdom,Beijing,2022-05-08,2022-10-06
EPI_ISL_14287348,EPI_ISL_16634253,6,Cambodia,Beijing,2022-07-27,2022-10-06
EPI_ISL_13364055,EPI_ISL_16634266,3,Indonesia,Beijing,2022-06-10,2022-10-07
EPI_ISL_15334880,EPI_ISL_16634265,7,France,Beijing,2022-09-01,2022-10-07
EPI_ISL_15321319,EPI_ISL_16634263,0,Canada,Beijing,2022-09-28,2022-10-07
EPI_ISL_15445386,EPI_ISL_16634262,2,Germany,Beijing,2022-10-05,2022-10-07
EPI_ISL_15214754,EPI_ISL_16854417,1,France,Beijing,2022-09-12,2022-10-07
EPI_ISL_15602895,EPI_ISL_16854419,1,Austria,Beijing,2022-10-25,2022-10-08
EPI_ISL_15581923,EPI_ISL_16854420,0,France,Beijing,2022-09-16,2022-10-08
EPI_ISL_16259483,EPI_ISL_16634269,1,Singapore,Beijing,2022-12-17,2022-10-08
EPI_ISL_14491384,EPI_ISL_16634274,4,USA,Beijing,2022-07-06,2022-10-08
EPI_ISL_17581565,EPI_ISL_16634275,0,Hong Kong,Beijing,2022-11-10,2022-10-08
EPI_ISL_14829925,EPI_ISL_16634276,3,USA,Beijing,2022-08-15,2022-10-08
EPI_ISL_15465530,EPI_ISL_16634278,0,USA,Beijing,2022-10-11,2022-10-08
EPI_ISL_14538259,EPI_ISL_16634279,1,South Korea,Beijing,2022-07-27,2022-10-08
EPI_ISL_15176990,EPI_ISL_16634280,1,Israel,Beijing,2022-09-08,2022-10-08
EPI_ISL_17658416,EPI_ISL_16854418,0,Mexico,Beijing,2022-11-19,2022-10-08
EPI_ISL_13887861,EPI_ISL_16634288,3,USA,Beijing,2022-07-05,2022-10-09
EPI_ISL_15636595,EPI_ISL_16854421,0,Germany,Beijing,2022-10-02,2022-10-09
EPI_ISL_15510932,EPI_ISL_16922579,0,USA,Tianjin,2022-10-10,2022-10-09
EPI_ISL_15704427,EPI_ISL_16922578,0,USA,Tianjin,2022-10-21,2022-10-10
EPI_ISL_15399949,EPI_ISL_16634295,0,USA,Beijing,2022-09-24,2022-10-10
EPI_ISL_15111642,EPI_ISL_17197571,1,France,Chongqing,2022-09-12,2022-10-12
EPI_ISL_13324025,EPI_ISL_17197572,7,Israel,Chongqing,2022-06-07,2022-10-12
EPI_ISL_16259483,EPI_ISL_16922959,1,Singapore,Tianjin,2022-12-17,2022-10-13
EPI_ISL_15772496,EPI_ISL_16854426,1,USA,Beijing,2022-10-15,2022-10-13
EPI_ISL_15533517,EPI_ISL_16854425,0,Australia,Beijing,2022-10-22,2022-10-13
EPI_ISL_14948388,EPI_ISL_16854423,0,United Kingdom,Beijing,2022-09-07,2022-10-13
EPI_ISL_15432483,EPI_ISL_16922580,0,United Kingdom,Tianjin,2022-09-28,2022-10-14
EPI_ISL_13887861,EPI_ISL_16634319,2,USA,Beijing,2022-07-05,2022-10-14
EPI_ISL_15818713,EPI_ISL_16634318,2,USA,Beijing,2022-10-22,2022-10-14
EPI_ISL_15738434,EPI_ISL_16854428,2,Germany,Beijing,2022-09-20,2022-10-14
EPI_ISL_15544021,EPI_ISL_16854430,2,France,Beijing,2022-10-10,2022-10-15
EPI_ISL_16259483,EPI_ISL_16634325,1,Singapore,Beijing,2022-12-17,2022-10-15
EPI_ISL_15677494,EPI_ISL_16854431,2,United Kingdom,Beijing,2022-10-17,2022-10-16
EPI_ISL_16079387,EPI_ISL_16854432,0,Laos,Beijing,2022-11-08,2022-10-16
EPI_ISL_15540017,EPI_ISL_16854433,0,United Kingdom,Beijing,2022-10-07,2022-10-16
EPI_ISL_15448658,EPI_ISL_16854434,0,Germany,Beijing,2022-10-10,2022-10-17
EPI_ISL_14662866,EPI_ISL_16641880,2,South Korea,Beijing,2022-08-03,2022-10-18
EPI_ISL_17581152,EPI_ISL_16641881,1,Hong Kong,Beijing,2022-10-19,2022-10-18
EPI_ISL_16413603,EPI_ISL_17487094,1,South Korea,Hubei,2022-12-18,2022-10-18
EPI_ISL_13924340,EPI_ISL_18070503,2,Germany,Shandong,2022-06-20,2022-10-18
EPI_ISL_15755881,EPI_ISL_16641886,1,Australia,Beijing,2022-10-14,2022-10-19
EPI_ISL_13938378,EPI_ISL_16641887,2,Germany,Beijing,2022-06-07,2022-10-19
EPI_ISL_16123869,EPI_ISL_16641885,2,Japan,Beijing,2022-11-10,2022-10-19
EPI_ISL_14941950,EPI_ISL_16641892,3,USA,Beijing,2022-08-31,2022-10-20
EPI_ISL_15611945,EPI_ISL_16641895,3,South Africa,Beijing,2022-04-26,2022-10-20
EPI_ISL_14508548,EPI_ISL_16641899,0,United Kingdom,Beijing,2022-08-12,2022-10-21
EPI_ISL_17581082,EPI_ISL_16922589,0,Hong Kong,Tianjin,2022-10-05,2022-10-21
EPI_ISL_18002413,EPI_ISL_16854436,2,Cameroon,Beijing,2022-09-01,2022-10-22
EPI_ISL_13315206,EPI_ISL_16923002,0,USA,Tianjin,2022-06-02,2022-10-22
EPI_ISL_15416287,EPI_ISL_16922591,0,Ireland,Tianjin,2022-10-09,2022-10-23
EPI_ISL_16413603,EPI_ISL_16923006,2,South Korea,Tianjin,2022-12-18,2022-10-23
EPI_ISL_15617685,EPI_ISL_16854439,1,Canada,Beijing,2022-10-17,2022-10-24
EPI_ISL_15672092,EPI_ISL_18070504,1,South Korea,Shandong,2022-10-13,2022-10-25
EPI_ISL_15772218,EPI_ISL_16127648,1,USA,Jiangsu,2022-10-31,2022-10-25
EPI_ISL_15856524,EPI_ISL_16854440,1,France,Beijing,2022-10-31,2022-10-25
EPI_ISL_15542761,EPI_ISL_16854441,1,Canada,Beijing,2022-09-14,2022-10-25
EPI_ISL_13353587,EPI_ISL_16641951,4,South Korea,Beijing,2022-05-29,2022-10-25
EPI_ISL_16459453,EPI_ISL_16923017,2,Switzerland,Tianjin,2022-12-25,2022-10-27
EPI_ISL_15967191,EPI_ISL_16854444,1,USA,Beijing,2022-10-10,2022-10-27
EPI_ISL_15609691,EPI_ISL_16641966,1,South Korea,Beijing,2022-10-14,2022-10-27
EPI_ISL_15403165,EPI_ISL_16854445,1,Israel,Beijing,2022-09-25,2022-10-27
EPI_ISL_15726704,EPI_ISL_16854442,0,Denmark,Beijing,2022-11-06,2022-10-27
EPI_ISL_15679444,EPI_ISL_16641981,1,Hong Kong,Beijing,2022-08-20,2022-10-28
EPI_ISL_13985725,EPI_ISL_16854446,3,Pakistan,Beijing,2022-07-15,2022-10-28
EPI_ISL_16097644,EPI_ISL_16922592,1,Ireland,Tianjin,2022-11-08,2022-10-28
EPI_ISL_14798503,EPI_ISL_16641982,0,Netherlands,Beijing,2022-08-05,2022-10-28
EPI_ISL_15790573,EPI_ISL_16641983,0,Switzerland,Beijing,2022-11-03,2022-10-28
EPI_ISL_14077987,EPI_ISL_16642000,4,USA,Beijing,2022-06-17,2022-10-29
EPI_ISL_14260329,EPI_ISL_16641995,3,France,Beijing,2022-06-27,2022-10-29
EPI_ISL_15188038,EPI_ISL_16641994,3,Taiwan,Beijing,2022-09-14,2022-10-29
EPI_ISL_13344868,EPI_ISL_16642006,0,Germany,Beijing,2022-06-08,2022-10-30
EPI_ISL_15796955,EPI_ISL_16642018,1,USA,Beijing,2022-10-13,2022-10-31
EPI_ISL_14255294,EPI_ISL_16642016,1,South Korea,Beijing,2022-07-15,2022-10-31
EPI_ISL_15711622,EPI_ISL_16642015,2,Japan,Beijing,2022-10-17,2022-10-31
EPI_ISL_15955949,EPI_ISL_16642014,1,New Zealand,Beijing,2022-10-12,2022-10-31
EPI_ISL_16348170,EPI_ISL_16642020,0,Hong Kong,Beijing,2022-10-07,2022-10-31
EPI_ISL_16562324,EPI_ISL_16854448,0,Austria,Beijing,2022-09-13,2022-10-31
EPI_ISL_15241932,EPI_ISL_16854449,2,USA,Beijing,2022-09-22,2022-10-31
EPI_ISL_15877999,EPI_ISL_16350856,1,USA,Beijing,2022-09-25,2022-11-02
EPI_ISL_15738302,EPI_ISL_16127647,2,Malaysia,Jiangsu,2022-03-11,2022-11-03
EPI_ISL_15493324,EPI_ISL_18070529,0,South Korea,Shandong,2022-09-30,2022-11-04
EPI_ISL_16052403,EPI_ISL_16854451,1,United Kingdom,Beijing,2022-12-02,2022-11-05
EPI_ISL_15486484,EPI_ISL_16854456,1,Israel,Beijing,2022-10-18,2022-11-05
EPI_ISL_14422522,EPI_ISL_16642153,4,Germany,Beijing,2022-06-13,2022-11-08
EPI_ISL_16260642,EPI_ISL_16642168,0,Ireland,Beijing,2022-11-02,2022-11-09
EPI_ISL_16260642,EPI_ISL_16642182,1,Ireland,Beijing,2022-11-02,2022-11-10
EPI_ISL_15768838,EPI_ISL_16854457,0,Canada,Beijing,2022-11-01,2022-11-12
EPI_ISL_16260642,EPI_ISL_16642267,1,Ireland,Beijing,2022-11-02,2022-11-15
EPI_ISL_16413603,EPI_ISL_16642285,1,South Korea,Beijing,2022-12-18,2022-11-15
EPI_ISL_15738756,EPI_ISL_16854458,0,Germany,Beijing,2022-11-05,2022-11-16
EPI_ISL_13425774,EPI_ISL_18070534,4,Netherlands,Shandong,2022-06-17,2022-11-16
EPI_ISL_16153580,EPI_ISL_16642310,4,Germany,Beijing,2022-11-18,2022-11-16
EPI_ISL_15755881,EPI_ISL_16642309,3,Australia,Beijing,2022-10-14,2022-11-16
EPI_ISL_16494609,EPI_ISL_16604373,3,Japan,Shandong,2023-01-01,2022-11-17
EPI_ISL_16506666,EPI_ISL_16604371,0,South Korea,Shandong,2022-12-23,2022-11-17
EPI_ISL_16413603,EPI_ISL_16604389,1,South Korea,Shandong,2022-12-18,2022-11-17
EPI_ISL_15998715,EPI_ISL_16854459,0,USA,Beijing,2022-11-22,2022-11-17
EPI_ISL_15669967,EPI_ISL_16642311,0,Israel,Beijing,2022-10-23,2022-11-17
EPI_ISL_17513003,EPI_ISL_16642320,0,Norway,Beijing,2022-12-27,2022-11-17
EPI_ISL_13347109,EPI_ISL_16642321,9,Ireland,Beijing,2022-06-10,2022-11-17
EPI_ISL_16259483,EPI_ISL_16698211,1,Singapore,Chongqing,2022-12-17,2022-11-18
EPI_ISL_17229794,EPI_ISL_16854460,0,South Korea,Beijing,2023-02-27,2022-11-18
EPI_ISL_15493328,EPI_ISL_18070540,2,South Korea,Shandong,2022-09-30,2022-11-18
EPI_ISL_16259483,EPI_ISL_16698204,1,Singapore,Chongqing,2022-12-17,2022-11-18
EPI_ISL_16259483,EPI_ISL_16698198,1,Singapore,Chongqing,2022-12-17,2022-11-19
EPI_ISL_16259483,EPI_ISL_16698212,1,Singapore,Chongqing,2022-12-17,2022-11-19
EPI_ISL_16060168,EPI_ISL_16642362,0,Japan,Beijing,2022-11-14,2022-11-20
EPI_ISL_15768047,EPI_ISL_16642363,1,Canada,Beijing,2022-10-30,2022-11-20
EPI_ISL_15491592,EPI_ISL_16642364,2,South Korea,Beijing,2022-09-28,2022-11-20
EPI_ISL_15402319,EPI_ISL_16854465,2,Hong Kong,Beijing,2022-10-04,2022-11-20
EPI_ISL_15967191,EPI_ISL_16854464,2,USA,Beijing,2022-10-10,2022-11-20
EPI_ISL_15942128,EPI_ISL_16854463,4,Greece,Beijing,2022-10-25,2022-11-20
EPI_ISL_16049498,EPI_ISL_16854462,0,USA,Beijing,2022-11-21,2022-11-20
EPI_ISL_16201192,EPI_ISL_16854461,0,Morocco,Beijing,2022-11-25,2022-11-20
EPI_ISL_15541470,EPI_ISL_16854467,2,Netherlands,Beijing,2022-10-01,2022-11-20
EPI_ISL_15534400,EPI_ISL_16854470,2,South Korea,Beijing,2022-10-07,2022-11-20
EPI_ISL_16591299,EPI_ISL_16642361,1,Germany,Beijing,2022-11-28,2022-11-20
EPI_ISL_16083400,EPI_ISL_16642360,0,USA,Beijing,2022-11-23,2022-11-20
EPI_ISL_14172924,EPI_ISL_16854471,2,United Kingdom,Beijing,2022-07-11,2022-11-20
EPI_ISL_12012919,EPI_ISL_16854472,3,South Africa,Beijing,2022-04-05,2022-11-20
EPI_ISL_15678274,EPI_ISL_16854474,0,Israel,Beijing,2022-10-25,2022-11-20
EPI_ISL_15574053,EPI_ISL_16854478,0,Luxembourg,Beijing,2022-10-18,2022-11-20
EPI_ISL_15891267,EPI_ISL_16698239,4,Russia,Chongqing,2022-09-25,2022-11-22
EPI_ISL_15274540,EPI_ISL_16327340,4,USA,Shanghai,2022-08-24,2022-11-22
EPI_ISL_15320604,EPI_ISL_16854479,2,France,Beijing,2022-09-19,2022-11-22
EPI_ISL_15877999,EPI_ISL_16327373,3,USA,Shanghai,2022-09-25,2022-11-23
EPI_ISL_16259483,EPI_ISL_16698188,1,Singapore,Chongqing,2022-12-17,2022-11-23
EPI_ISL_16259483,EPI_ISL_16698206,1,Singapore,Chongqing,2022-12-17,2022-11-23
EPI_ISL_16131516,EPI_ISL_16327325,1,USA,Shanghai,2022-12-01,2022-11-23
EPI_ISL_13535134,EPI_ISL_16854495,5,Denmark,Beijing,2022-06-20,2022-11-23
EPI_ISL_16235044,EPI_ISL_16854485,0,France,Beijing,2022-11-28,2022-11-23
EPI_ISL_17380839,EPI_ISL_16327354,3,Japan,Shanghai,2022-11-26,2022-11-23
EPI_ISL_17632045,EPI_ISL_16327353,2,Paraguay,Shanghai,2022-11-24,2022-11-23
EPI_ISL_15905872,EPI_ISL_16327338,1,South Korea,Shanghai,2022-11-07,2022-11-23
EPI_ISL_16080452,EPI_ISL_16854505,0,France,Beijing,2022-11-07,2022-11-23
EPI_ISL_16914793,EPI_ISL_16854499,0,Brazil,Beijing,2022-12-07,2022-11-23
EPI_ISL_17075683,EPI_ISL_16327335,0,Togo,Shanghai,2022-08-26,2022-11-23
EPI_ISL_16553013,EPI_ISL_16327337,2,Austria,Shanghai,2022-02-09,2022-11-23
EPI_ISL_16259483,EPI_ISL_16698145,1,Singapore,Chongqing,2022-12-17,2022-11-24
EPI_ISL_16594484,EPI_ISL_16854536,0,Germany,Beijing,2022-11-14,2022-11-24
EPI_ISL_15650376,EPI_ISL_16854535,0,United Kingdom,Beijing,2022-10-20,2022-11-24
EPI_ISL_16259483,EPI_ISL_16698189,1,Singapore,Chongqing,2022-12-17,2022-11-24
EPI_ISL_16259483,EPI_ISL_16698144,1,Singapore,Chongqing,2022-12-17,2022-11-24
EPI_ISL_15818876,EPI_ISL_16750656,0,USA,Yunnan,2022-10-26,2022-11-24
EPI_ISL_16697310,EPI_ISL_16306984,0,Japan,Sichuan,2022-12-20,2022-11-24
EPI_ISL_16259483,EPI_ISL_16306985,1,Singapore,Sichuan,2022-12-17,2022-11-24
EPI_ISL_15499012,EPI_ISL_16327370,0,USA,Shanghai,2022-09-27,2022-11-24
EPI_ISL_16088537,EPI_ISL_16327347,0,USA,Shanghai,2022-11-22,2022-11-24
EPI_ISL_13033545,EPI_ISL_16327351,4,France,Shanghai,2022-05-17,2022-11-24
EPI_ISL_16135156,EPI_ISL_18070567,0,South Korea,Shandong,2022-11-20,2022-11-25
EPI_ISL_16506509,EPI_ISL_18070551,1,South Korea,Shandong,2023-01-04,2022-11-25
EPI_ISL_16413603,EPI_ISL_18070552,3,South Korea,Shandong,2022-12-18,2022-11-25
EPI_ISL_16259483,EPI_ISL_16698219,3,Singapore,Chongqing,2022-12-17,2022-11-25
EPI_ISL_15629027,EPI_ISL_16327332,1,United Kingdom,Shanghai,2022-10-24,2022-11-25
EPI_ISL_15955762,EPI_ISL_16327356,0,New Zealand,Shanghai,2022-11-13,2022-11-25
EPI_ISL_15397149,EPI_ISL_16327368,2,Canada,Shanghai,2022-10-05,2022-11-25
EPI_ISL_16259483,EPI_ISL_16698157,1,Singapore,Chongqing,2022-12-17,2022-11-25
EPI_ISL_16449814,EPI_ISL_16698216,0,USA,Chongqing,2022-12-29,2022-11-25
EPI_ISL_16259483,EPI_ISL_16698150,1,Singapore,Chongqing,2022-12-17,2022-11-25
EPI_ISL_16259483,EPI_ISL_16698149,1,Singapore,Chongqing,2022-12-17,2022-11-25
EPI_ISL_16259483,EPI_ISL_16698156,1,Singapore,Chongqing,2022-12-17,2022-11-25
EPI_ISL_16259483,EPI_ISL_16698147,1,Singapore,Chongqing,2022-12-17,2022-11-25
EPI_ISL_16259483,EPI_ISL_16698170,1,Singapore,Chongqing,2022-12-17,2022-11-26
EPI_ISL_14177703,EPI_ISL_16327345,1,USA,Shanghai,2022-07-21,2022-11-26
EPI_ISL_15981430,EPI_ISL_16327343,0,Japan,Shanghai,2022-11-15,2022-11-26
EPI_ISL_16090358,EPI_ISL_16327358,1,USA,Shanghai,2022-11-22,2022-11-26
EPI_ISL_16259483,EPI_ISL_16698163,1,Singapore,Chongqing,2022-12-17,2022-11-26
EPI_ISL_16259483,EPI_ISL_16698172,1,Singapore,Chongqing,2022-12-17,2022-11-26
EPI_ISL_16259483,EPI_ISL_16698173,1,Singapore,Chongqing,2022-12-17,2022-11-26
EPI_ISL_16259483,EPI_ISL_16698164,2,Singapore,Chongqing,2022-12-17,2022-11-26
EPI_ISL_16697310,EPI_ISL_16306990,1,Japan,Sichuan,2022-12-20,2022-11-26
EPI_ISL_16386261,EPI_ISL_16698159,1,Australia,Chongqing,2022-12-26,2022-11-26
EPI_ISL_17581135,EPI_ISL_16357582,0,Hong Kong,Beijing,2022-12-24,2022-11-26
EPI_ISL_16301069,EPI_ISL_16854543,1,Japan,Beijing,2022-11-24,2022-11-26
EPI_ISL_15981430,EPI_ISL_16327322,0,Japan,Shanghai,2022-11-15,2022-11-26
EPI_ISL_16259483,EPI_ISL_16698162,1,Singapore,Chongqing,2022-12-17,2022-11-26
EPI_ISL_16259483,EPI_ISL_16698161,1,Singapore,Chongqing,2022-12-17,2022-11-26
EPI_ISL_16152589,EPI_ISL_16327434,1,Japan,Shanghai,2022-11-17,2022-11-27
EPI_ISL_16506792,EPI_ISL_17031532,3,South Korea,Hebei,2022-12-24,2022-11-27
EPI_ISL_16259483,EPI_ISL_16698167,2,Singapore,Chongqing,2022-12-17,2022-11-27
EPI_ISL_15619927,EPI_ISL_16327333,2,France,Shanghai,2022-10-10,2022-11-27
