source,target,weight,s_country,t_prov,s_date,t_date
EPI_ISL_17520886,EPI_ISL_17714419,4,Reunion,Yunnan,2023-03-24,2023-05-10
EPI_ISL_17741712,EPI_ISL_17672051,0,South Korea,Hubei,2023-05-15,2023-05-10
EPI_ISL_17490050,EPI_ISL_17704013,1,USA,Fujian,2023-04-06,2023-05-10
EPI_ISL_16676852,EPI_ISL_17698288,3,United Kingdom,Guangdong,2023-01-13,2023-05-10
EPI_ISL_17386936,EPI_ISL_17704017,1,USA,Fujian,2023-03-26,2023-05-10
EPI_ISL_17197632,EPI_ISL_17770268,1,USA,Shanghai,2023-03-06,2023-05-10
EPI_ISL_17665374,EPI_ISL_17703955,2,Russia,Fujian,2023-03-31,2023-05-10
EPI_ISL_17232978,EPI_ISL_17714404,2,USA,Yunnan,2023-03-06,2023-05-10
EPI_ISL_17986583,EPI_ISL_17714394,4,USA,Yunnan,2023-05-17,2023-05-10
EPI_ISL_17590235,EPI_ISL_17714371,1,Japan,Yunnan,2023-04-13,2023-05-10
EPI_ISL_17964477,EPI_ISL_17703940,6,Germany,Fujian,2023-05-25,2023-05-10
EPI_ISL_17599031,EPI_ISL_18006103,1,United Kingdom,Xinjiang,2023-03-31,2023-05-10
EPI_ISL_18507321,EPI_ISL_17795771,1,Japan,Jiangsu,2023-03-27,2023-05-10
EPI_ISL_17656100,EPI_ISL_17951293,2,Australia,Shanxi,2023-04-09,2023-05-10
EPI_ISL_17395879,EPI_ISL_17744799,1,Japan,Yunnan,2023-03-22,2023-05-10
EPI_ISL_17883862,EPI_ISL_17698287,1,Japan,Guangdong,2023-06-05,2023-05-10
EPI_ISL_17229055,EPI_ISL_17697871,3,Australia,Guangdong,2023-03-01,2023-05-10
EPI_ISL_17971774,EPI_ISL_17703939,3,France,Fujian,2023-06-19,2023-05-10
EPI_ISL_17979170,EPI_ISL_17698123,0,USA,Guangdong,2023-06-24,2023-05-10
EPI_ISL_17197632,EPI_ISL_17725318,2,USA,Shanghai,2023-03-06,2023-05-10
EPI_ISL_16491929,EPI_ISL_17704063,1,USA,Gansu,2022-12-27,2023-05-10
EPI_ISL_16690446,EPI_ISL_17704065,1,USA,Gansu,2022-12-16,2023-05-10
EPI_ISL_17540316,EPI_ISL_17739686,3,Finland,Heilongjiang,2023-03-18,2023-05-10
EPI_ISL_17817341,EPI_ISL_17998870,2,Israel,Gansu,2023-05-14,2023-05-10
EPI_ISL_17872579,EPI_ISL_17998871,3,Canada,Gansu,2023-06-01,2023-05-10
EPI_ISL_17637628,EPI_ISL_18137994,3,Japan,Gansu,2023-04-25,2023-05-10
EPI_ISL_17197632,EPI_ISL_17794724,2,USA,Jiangxi,2023-03-06,2023-05-10
EPI_ISL_17546405,EPI_ISL_17729836,2,Indonesia,Fujian,2023-03-29,2023-05-10
EPI_ISL_17259291,EPI_ISL_17698220,2,USA,Guangdong,2023-03-05,2023-05-10
EPI_ISL_17664101,EPI_ISL_17698235,2,India,Guangdong,2023-04-26,2023-05-10
EPI_ISL_17718476,EPI_ISL_17714452,0,Vietnam,Yunnan,2023-04-16,2023-05-10
EPI_ISL_17146466,EPI_ISL_17698240,2,Singapore,Guangdong,2023-02-23,2023-05-10
EPI_ISL_17197632,EPI_ISL_17725390,6,USA,Shanghai,2023-03-06,2023-05-10
EPI_ISL_17425706,EPI_ISL_18034997,5,Indonesia,Guangdong,2023-01-05,2023-05-10
EPI_ISL_17824652,EPI_ISL_17684264,2,Australia,Shanxi,2023-02-25,2023-05-10
EPI_ISL_17305136,EPI_ISL_17998880,3,USA,Gansu,2023-03-04,2023-05-10
EPI_ISL_17326164,EPI_ISL_18034987,1,India,Guangdong,2023-03-14,2023-05-10
EPI_ISL_17662973,EPI_ISL_17671950,1,Australia,Hubei,2023-05-08,2023-05-10
EPI_ISL_17689831,EPI_ISL_17698263,1,Hong Kong,Guangdong,2023-05-10,2023-05-10
EPI_ISL_17197632,EPI_ISL_17725389,1,USA,Shanghai,2023-03-06,2023-05-10
EPI_ISL_17999924,EPI_ISL_17671968,1,Australia,Hubei,2023-06-07,2023-05-10
EPI_ISL_17835591,EPI_ISL_17698024,0,South Korea,Guangdong,2023-05-31,2023-05-10
EPI_ISL_17652315,EPI_ISL_17697976,1,Japan,Guangdong,2023-05-01,2023-05-10
EPI_ISL_17661726,EPI_ISL_17794025,3,Thailand,Jiangsu,2023-05-04,2023-05-10
EPI_ISL_17193826,EPI_ISL_17697718,4,Poland,Guangdong,2023-03-01,2023-05-10
EPI_ISL_17428261,EPI_ISL_17697738,4,India,Guangdong,2023-03-23,2023-05-10
EPI_ISL_17255376,EPI_ISL_17703961,2,Germany,Fujian,2023-03-02,2023-05-10
EPI_ISL_17730089,EPI_ISL_17697923,1,India,Guangdong,2023-01-24,2023-05-10
EPI_ISL_16917833,EPI_ISL_17714405,2,USA,Yunnan,2023-01-26,2023-05-10
EPI_ISL_17652315,EPI_ISL_17698326,2,Japan,Guangdong,2023-05-01,2023-05-10
EPI_ISL_17715932,EPI_ISL_17725388,0,Malaysia,Shanghai,2023-05-15,2023-05-10
EPI_ISL_17999569,EPI_ISL_17951300,0,Australia,Shanxi,2023-06-16,2023-05-10
EPI_ISL_17373404,EPI_ISL_17729839,3,USA,Fujian,2023-03-21,2023-05-10
EPI_ISL_17548419,EPI_ISL_17735931,0,India,Sichuan,2023-03-16,2023-05-10
EPI_ISL_17214018,EPI_ISL_17739694,6,Japan,Heilongjiang,2023-02-24,2023-05-10
EPI_ISL_17783234,EPI_ISL_18049592,0,Canada,Beijing,2023-05-13,2023-05-10
EPI_ISL_17652315,EPI_ISL_18036812,1,Japan,Guangdong,2023-05-01,2023-05-10
EPI_ISL_17551246,EPI_ISL_17951391,0,USA,Shanxi,2023-03-21,2023-05-10
EPI_ISL_16811730,EPI_ISL_17735937,1,Germany,Sichuan,2023-01-19,2023-05-10
EPI_ISL_18223121,EPI_ISL_18033791,1,USA,Guangdong,2023-07-27,2023-05-10
EPI_ISL_17633729,EPI_ISL_18034563,4,Hong Kong,Guangdong,2023-04-26,2023-05-10
EPI_ISL_16811730,EPI_ISL_17735982,1,Germany,Sichuan,2023-01-19,2023-05-10
EPI_ISL_17546405,EPI_ISL_18475108,2,Indonesia,Gansu,2023-03-29,2023-05-10
EPI_ISL_16060096,EPI_ISL_17725523,5,USA,Yunnan,2022-11-27,2023-05-10
EPI_ISL_17927954,EPI_ISL_17988219,2,South Korea,Jiangsu,2023-06-06,2023-05-10
EPI_ISL_17833145,EPI_ISL_17988221,1,Germany,Jiangsu,2023-05-31,2023-05-10
EPI_ISL_17652315,EPI_ISL_17689391,1,Japan,Fujian,2023-05-01,2023-05-10
EPI_ISL_17197632,EPI_ISL_17801759,1,USA,Fujian,2023-03-06,2023-05-10
EPI_ISL_16811730,EPI_ISL_17718405,1,Germany,Sichuan,2023-01-19,2023-05-10
EPI_ISL_17417560,EPI_ISL_17718449,2,Malaysia,Sichuan,2023-03-28,2023-05-10
EPI_ISL_17661896,EPI_ISL_17698202,0,India,Guangdong,2023-03-13,2023-05-10
EPI_ISL_17539435,EPI_ISL_17951373,1,Hong Kong,Shanxi,2023-04-07,2023-05-10
EPI_ISL_17669247,EPI_ISL_17718446,4,USA,Sichuan,2023-05-06,2023-05-10
EPI_ISL_17652315,EPI_ISL_17729965,1,Japan,Hubei,2023-05-01,2023-05-10
EPI_ISL_17386936,EPI_ISL_17775165,2,USA,Xinjiang,2023-03-26,2023-05-10
EPI_ISL_17390352,EPI_ISL_17850586,2,Italy,Henan,2023-03-21,2023-05-11
EPI_ISL_17274570,EPI_ISL_17724953,11,Oman,Shanghai,2023-02-23,2023-05-11
EPI_ISL_17662973,EPI_ISL_17718419,1,Australia,Sichuan,2023-05-08,2023-05-11
EPI_ISL_16811730,EPI_ISL_17714427,1,Germany,Yunnan,2023-01-19,2023-05-11
EPI_ISL_18209816,EPI_ISL_17951327,0,Reunion,Shanxi,2023-07-10,2023-05-11
EPI_ISL_16811730,EPI_ISL_17714388,2,Germany,Yunnan,2023-01-19,2023-05-11
EPI_ISL_16430229,EPI_ISL_17714392,1,United Kingdom,Yunnan,2022-12-19,2023-05-11
EPI_ISL_16882550,EPI_ISL_17714398,3,Germany,Yunnan,2023-01-25,2023-05-11
EPI_ISL_17427947,EPI_ISL_17794393,2,India,Jiangxi,2023-03-21,2023-05-11
EPI_ISL_17229055,EPI_ISL_17714407,1,Australia,Yunnan,2023-03-01,2023-05-11
EPI_ISL_17969881,EPI_ISL_17714445,1,South Korea,Yunnan,2023-06-15,2023-05-11
EPI_ISL_17880477,EPI_ISL_18034703,1,Japan,Guangdong,2023-05-01,2023-05-11
EPI_ISL_17146466,EPI_ISL_18035001,2,Singapore,Guangdong,2023-02-23,2023-05-11
EPI_ISL_17497155,EPI_ISL_18035004,2,India,Guangdong,2023-03-29,2023-05-11
EPI_ISL_17252906,EPI_ISL_17739781,2,New Zealand,Heilongjiang,2023-03-09,2023-05-11
EPI_ISL_17691751,EPI_ISL_17725415,1,South Korea,Shanghai,2023-05-08,2023-05-11
EPI_ISL_18104881,EPI_ISL_17725416,0,USA,Shanghai,2023-08-04,2023-05-11
EPI_ISL_17153939,EPI_ISL_17697775,3,United Kingdom,Guangdong,2023-02-23,2023-05-11
EPI_ISL_17633729,EPI_ISL_17698283,5,Hong Kong,Guangdong,2023-04-26,2023-05-11
EPI_ISL_16676852,EPI_ISL_18033783,7,United Kingdom,Guangdong,2023-01-13,2023-05-11
EPI_ISL_17669111,EPI_ISL_17714385,1,USA,Yunnan,2023-05-06,2023-05-11
EPI_ISL_17473553,EPI_ISL_17830352,2,South Korea,Hubei,2023-03-25,2023-05-11
EPI_ISL_17694993,EPI_ISL_17714402,1,Singapore,Yunnan,2023-05-16,2023-05-11
EPI_ISL_17689826,EPI_ISL_18033782,1,Hong Kong,Guangdong,2023-05-10,2023-05-11
EPI_ISL_16744364,EPI_ISL_18033780,1,Indonesia,Guangdong,2023-01-14,2023-05-11
EPI_ISL_18507321,EPI_ISL_17795575,1,Japan,Jiangsu,2023-03-27,2023-05-11
EPI_ISL_17412029,EPI_ISL_17697557,2,USA,Guangdong,2023-03-26,2023-05-11
EPI_ISL_17197632,EPI_ISL_17703976,1,USA,Fujian,2023-03-06,2023-05-11
EPI_ISL_18010591,EPI_ISL_17951356,1,Japan,Shanxi,2023-06-19,2023-05-11
EPI_ISL_17524641,EPI_ISL_17744738,0,France,Yunnan,2023-04-03,2023-05-11
EPI_ISL_17769773,EPI_ISL_17801963,2,Sweden,Fujian,2023-05-26,2023-05-11
EPI_ISL_17822455,EPI_ISL_17744663,1,Australia,Yunnan,2023-05-18,2023-05-11
EPI_ISL_17238638,EPI_ISL_17703936,5,USA,Fujian,2023-03-01,2023-05-11
EPI_ISL_17807533,EPI_ISL_17718429,2,South Korea,Sichuan,2023-05-23,2023-05-11
EPI_ISL_16490552,EPI_ISL_17795680,2,USA,Jiangsu,2022-11-28,2023-05-11
EPI_ISL_17425706,EPI_ISL_17714362,1,Indonesia,Yunnan,2023-01-05,2023-05-11
EPI_ISL_16690446,EPI_ISL_17714363,2,USA,Yunnan,2022-12-16,2023-05-11
EPI_ISL_17063937,EPI_ISL_17725392,7,Spain,Shanghai,2023-01-30,2023-05-11
EPI_ISL_17443951,EPI_ISL_18475101,3,USA,Gansu,2022-12-19,2023-05-11
EPI_ISL_17962461,EPI_ISL_18034639,1,New Zealand,Guangdong,2023-05-31,2023-05-11
EPI_ISL_18507321,EPI_ISL_17795754,1,Japan,Jiangsu,2023-03-27,2023-05-11
EPI_ISL_16490552,EPI_ISL_17703998,1,USA,Fujian,2022-11-28,2023-05-11
EPI_ISL_17280517,EPI_ISL_17703999,1,Australia,Fujian,2023-03-14,2023-05-11
EPI_ISL_17433556,EPI_ISL_17697629,1,Hong Kong,Guangdong,2023-03-14,2023-05-11
EPI_ISL_17388620,EPI_ISL_17736052,1,Singapore,Sichuan,2023-03-22,2023-05-11
EPI_ISL_17730089,EPI_ISL_17698180,1,India,Guangdong,2023-01-24,2023-05-11
EPI_ISL_17652315,EPI_ISL_17698203,1,Japan,Guangdong,2023-05-01,2023-05-11
EPI_ISL_17069810,EPI_ISL_17714354,6,Germany,Yunnan,2023-02-17,2023-05-11
EPI_ISL_16490552,EPI_ISL_17778591,0,USA,Gansu,2022-11-28,2023-05-11
EPI_ISL_17224205,EPI_ISL_17724945,2,USA,Shanghai,2023-02-16,2023-05-11
EPI_ISL_17780373,EPI_ISL_17988239,2,Vietnam,Jiangsu,2023-04-25,2023-05-11
EPI_ISL_17806551,EPI_ISL_17684332,1,USA,Hubei,2023-01-24,2023-05-11
EPI_ISL_17624061,EPI_ISL_17724947,1,Thailand,Shanghai,2023-04-17,2023-05-11
EPI_ISL_17730089,EPI_ISL_18035011,2,India,Guangdong,2023-01-24,2023-05-11
EPI_ISL_17546405,EPI_ISL_18035005,1,Indonesia,Guangdong,2023-03-29,2023-05-11
EPI_ISL_18116623,EPI_ISL_17775569,1,South Korea,Xinjiang,2023-07-17,2023-05-11
EPI_ISL_16811730,EPI_ISL_17724946,1,Germany,Shanghai,2023-01-19,2023-05-11
EPI_ISL_17539693,EPI_ISL_17794048,2,Singapore,Jiangsu,2023-04-12,2023-05-11
EPI_ISL_16676852,EPI_ISL_17730010,2,United Kingdom,Qinghai,2023-01-13,2023-05-11
EPI_ISL_16490552,EPI_ISL_17778581,2,USA,Gansu,2022-11-28,2023-05-11
EPI_ISL_17776177,EPI_ISL_17725511,3,Luxembourg,Shanghai,2023-05-19,2023-05-11
EPI_ISL_17197632,EPI_ISL_17725418,1,USA,Shanghai,2023-03-06,2023-05-11
EPI_ISL_17652315,EPI_ISL_17697860,2,Japan,Guangdong,2023-05-01,2023-05-11
EPI_ISL_17197632,EPI_ISL_17725447,1,USA,Shanghai,2023-03-06,2023-05-11
EPI_ISL_18093329,EPI_ISL_17724950,0,USA,Shanghai,2023-07-12,2023-05-11
EPI_ISL_17153939,EPI_ISL_17697830,3,United Kingdom,Guangdong,2023-02-23,2023-05-11
EPI_ISL_17596752,EPI_ISL_17724944,2,Thailand,Shanghai,2023-04-17,2023-05-11
EPI_ISL_17652315,EPI_ISL_18035408,1,Japan,Guangdong,2023-05-01,2023-05-12
EPI_ISL_17952158,EPI_ISL_18035392,0,United Kingdom,Guangdong,2023-06-10,2023-05-12
EPI_ISL_17709564,EPI_ISL_17724970,3,Thailand,Shanghai,2023-05-03,2023-05-12
EPI_ISL_17388132,EPI_ISL_17724971,1,Japan,Shanghai,2023-03-09,2023-05-12
EPI_ISL_17806551,EPI_ISL_17724972,2,USA,Shanghai,2023-01-24,2023-05-12
EPI_ISL_17623704,EPI_ISL_18035405,4,Malaysia,Guangdong,2023-04-11,2023-05-12
EPI_ISL_17724482,EPI_ISL_18049626,0,Singapore,Beijing,2023-05-19,2023-05-12
EPI_ISL_18507321,EPI_ISL_17795755,2,Japan,Jiangsu,2023-03-27,2023-05-12
EPI_ISL_17763864,EPI_ISL_17795757,3,Sweden,Jiangsu,2023-05-27,2023-05-12
EPI_ISL_16921595,EPI_ISL_18034878,4,Canada,Guangdong,2023-02-07,2023-05-12
EPI_ISL_17171425,EPI_ISL_17794397,3,South Korea,Jiangxi,2023-02-15,2023-05-12
EPI_ISL_17443951,EPI_ISL_18475103,3,USA,Gansu,2022-12-19,2023-05-12
EPI_ISL_17730089,EPI_ISL_17703938,3,India,Fujian,2023-01-24,2023-05-12
EPI_ISL_17565779,EPI_ISL_18049591,1,United Kingdom,Beijing,2023-04-14,2023-05-12
EPI_ISL_17678768,EPI_ISL_18035046,4,Japan,Guangdong,2023-04-26,2023-05-12
EPI_ISL_17884324,EPI_ISL_17988223,1,Malaysia,Jiangsu,2023-05-29,2023-05-12
EPI_ISL_17237609,EPI_ISL_17770205,1,USA,Shanghai,2023-03-05,2023-05-12
EPI_ISL_17197632,EPI_ISL_17775139,1,USA,Xinjiang,2023-03-06,2023-05-12
EPI_ISL_17822455,EPI_ISL_17744686,3,Australia,Yunnan,2023-05-18,2023-05-12
EPI_ISL_17539446,EPI_ISL_17729980,1,Hong Kong,Qinghai,2023-04-11,2023-05-12
EPI_ISL_17467876,EPI_ISL_17783573,1,USA,Gansu,2023-03-22,2023-05-12
EPI_ISL_16430229,EPI_ISL_17801957,1,United Kingdom,Fujian,2022-12-19,2023-05-12
EPI_ISL_17281565,EPI_ISL_17770391,5,Japan,Shanghai,2023-03-10,2023-05-12
EPI_ISL_17528971,EPI_ISL_17704018,2,Austria,Fujian,2023-04-11,2023-05-12
EPI_ISL_17146466,EPI_ISL_18034964,1,Singapore,Guangdong,2023-02-23,2023-05-12
EPI_ISL_16811730,EPI_ISL_17718441,2,Germany,Sichuan,2023-01-19,2023-05-12
EPI_ISL_17146442,EPI_ISL_17801956,2,Singapore,Fujian,2023-02-25,2023-05-12
EPI_ISL_17415838,EPI_ISL_17744645,2,South Korea,Yunnan,2023-03-14,2023-05-12
EPI_ISL_17026457,EPI_ISL_18035386,1,Oman,Guangdong,2023-02-08,2023-05-12
EPI_ISL_17207374,EPI_ISL_18035414,2,Singapore,Guangdong,2023-03-06,2023-05-12
EPI_ISL_17539464,EPI_ISL_18035402,0,Hong Kong,Guangdong,2023-04-13,2023-05-12
EPI_ISL_17779003,EPI_ISL_17744754,1,South Korea,Yunnan,2023-05-20,2023-05-12
EPI_ISL_16917833,EPI_ISL_17770208,1,USA,Shanghai,2023-01-26,2023-05-12
EPI_ISL_16490552,EPI_ISL_18475111,2,USA,Gansu,2022-11-28,2023-05-12
EPI_ISL_18354547,EPI_ISL_18035401,0,Philippines,Guangdong,2023-05-17,2023-05-12
EPI_ISL_17270000,EPI_ISL_18035028,1,India,Guangdong,2023-03-10,2023-05-12
EPI_ISL_17229055,EPI_ISL_17744665,1,Australia,Yunnan,2023-03-01,2023-05-12
EPI_ISL_17259291,EPI_ISL_18035412,0,USA,Guangdong,2023-03-05,2023-05-12
EPI_ISL_17197632,EPI_ISL_17725512,2,USA,Shanghai,2023-03-06,2023-05-12
EPI_ISL_17146466,EPI_ISL_17703981,3,Singapore,Fujian,2023-02-23,2023-05-12
EPI_ISL_17633342,EPI_ISL_17879899,2,Luxembourg,Sichuan,2023-04-19,2023-05-12
EPI_ISL_18401150,EPI_ISL_18035384,1,USA,Guangdong,2023-05-29,2023-05-12
EPI_ISL_17105948,EPI_ISL_18035389,2,Russia,Guangdong,2023-01-10,2023-05-12
EPI_ISL_17153939,EPI_ISL_17697566,2,United Kingdom,Guangdong,2023-02-23,2023-05-12
EPI_ISL_17146466,EPI_ISL_18035390,1,Singapore,Guangdong,2023-02-23,2023-05-12
EPI_ISL_17561047,EPI_ISL_18035394,1,Australia,Guangdong,2023-04-18,2023-05-12
EPI_ISL_17346926,EPI_ISL_17775199,1,Singapore,Xinjiang,2023-03-15,2023-05-12
EPI_ISL_17596433,EPI_ISL_18049613,2,Singapore,Beijing,2023-04-20,2023-05-12
EPI_ISL_17539485,EPI_ISL_17817008,4,Singapore,Henan,2023-03-30,2023-05-12
EPI_ISL_17720461,EPI_ISL_17714451,2,India,Yunnan,2023-01-30,2023-05-12
EPI_ISL_17773042,EPI_ISL_17724960,1,Peru,Shanghai,2023-05-16,2023-05-12
EPI_ISL_17880500,EPI_ISL_17724941,0,Japan,Shanghai,2023-05-06,2023-05-12
EPI_ISL_17766627,EPI_ISL_17714412,1,India,Yunnan,2023-03-06,2023-05-12
EPI_ISL_17618242,EPI_ISL_17775203,0,USA,Xinjiang,2023-02-05,2023-05-12
EPI_ISL_17683129,EPI_ISL_17775539,2,Australia,Xinjiang,2023-05-01,2023-05-12
EPI_ISL_17882707,EPI_ISL_17725449,2,Japan,Shanghai,2023-04-25,2023-05-12
EPI_ISL_17694993,EPI_ISL_17718450,3,Singapore,Sichuan,2023-05-16,2023-05-12
EPI_ISL_17176236,EPI_ISL_18049710,2,Germany,Beijing,2023-02-22,2023-05-12
EPI_ISL_17153939,EPI_ISL_18049628,1,United Kingdom,Beijing,2023-02-23,2023-05-12
EPI_ISL_17680968,EPI_ISL_17724961,4,Brazil,Shanghai,2023-04-04,2023-05-12
EPI_ISL_17652315,EPI_ISL_18034879,2,Japan,Guangdong,2023-05-01,2023-05-12
EPI_ISL_17806551,EPI_ISL_17724955,3,USA,Shanghai,2023-01-24,2023-05-12
EPI_ISL_17652315,EPI_ISL_18035385,1,Japan,Guangdong,2023-05-01,2023-05-12
EPI_ISL_17694993,EPI_ISL_18034965,2,Singapore,Guangdong,2023-05-16,2023-05-12
EPI_ISL_17197632,EPI_ISL_18049627,2,USA,Beijing,2023-03-06,2023-05-12
EPI_ISL_18009016,EPI_ISL_18035443,0,USA,Guangdong,2023-06-16,2023-05-13
EPI_ISL_17517526,EPI_ISL_18035447,1,Australia,Guangdong,2023-04-12,2023-05-13
EPI_ISL_16811730,EPI_ISL_17714268,1,Germany,Sichuan,2023-01-19,2023-05-13
EPI_ISL_17622264,EPI_ISL_18035439,3,Thailand,Guangdong,2023-04-21,2023-05-13
EPI_ISL_17633722,EPI_ISL_17704014,3,Hong Kong,Fujian,2023-04-24,2023-05-13
EPI_ISL_17348898,EPI_ISL_17744638,2,Germany,Yunnan,2023-03-06,2023-05-13
EPI_ISL_17517526,EPI_ISL_17775606,1,Australia,Xinjiang,2023-04-12,2023-05-13
EPI_ISL_18012316,EPI_ISL_17703942,1,Philippines,Fujian,2023-04-17,2023-05-13
EPI_ISL_17997293,EPI_ISL_18035021,0,Hong Kong,Guangdong,2023-06-21,2023-05-13
EPI_ISL_17098523,EPI_ISL_18035065,2,United Kingdom,Guangdong,2023-02-19,2023-05-13
EPI_ISL_17281227,EPI_ISL_17724979,4,United Kingdom,Shanghai,2023-03-17,2023-05-13
EPI_ISL_17730089,EPI_ISL_18035430,2,India,Guangdong,2023-01-24,2023-05-13
EPI_ISL_17490050,EPI_ISL_18035416,1,USA,Guangdong,2023-04-06,2023-05-13
EPI_ISL_17515682,EPI_ISL_18035424,1,Netherlands,Guangdong,2023-03-28,2023-05-13
EPI_ISL_17637707,EPI_ISL_17703960,4,Japan,Fujian,2023-04-13,2023-05-13
EPI_ISL_17519714,EPI_ISL_18035421,8,Germany,Guangdong,2023-03-28,2023-05-13
EPI_ISL_17975975,EPI_ISL_18035037,1,Malaysia,Guangdong,2023-05-24,2023-05-13
EPI_ISL_17719667,EPI_ISL_17703963,2,Indonesia,Fujian,2023-05-10,2023-05-13
EPI_ISL_16811730,EPI_ISL_17735976,1,Germany,Sichuan,2023-01-19,2023-05-13
EPI_ISL_17629456,EPI_ISL_17724987,3,Japan,Shanghai,2023-04-03,2023-05-13
EPI_ISL_17270032,EPI_ISL_18035434,5,India,Guangdong,2023-03-06,2023-05-13
EPI_ISL_17637628,EPI_ISL_17998787,1,Japan,Gansu,2023-04-25,2023-05-13
EPI_ISL_17630630,EPI_ISL_18035024,5,Indonesia,Guangdong,2023-03-17,2023-05-13
EPI_ISL_17730089,EPI_ISL_17724997,6,India,Shanghai,2023-01-24,2023-05-13
EPI_ISL_17790574,EPI_ISL_17724993,0,Singapore,Shanghai,2023-05-27,2023-05-13
EPI_ISL_17669111,EPI_ISL_17778684,3,USA,Yunnan,2023-05-06,2023-05-13
EPI_ISL_17791480,EPI_ISL_18035397,5,Vietnam,Guangdong,2023-04-18,2023-05-13
EPI_ISL_17612681,EPI_ISL_17724989,2,Australia,Shanghai,2023-04-26,2023-05-13
EPI_ISL_17678768,EPI_ISL_18035440,5,Japan,Guangdong,2023-04-26,2023-05-13
EPI_ISL_17146466,EPI_ISL_17724988,1,Singapore,Shanghai,2023-02-23,2023-05-13
EPI_ISL_18095979,EPI_ISL_17724998,1,Brazil,Shanghai,2023-06-01,2023-05-13
EPI_ISL_17633680,EPI_ISL_18035435,2,Hong Kong,Guangdong,2023-04-17,2023-05-13
EPI_ISL_17652315,EPI_ISL_18035436,1,Japan,Guangdong,2023-05-01,2023-05-13
EPI_ISL_16811730,EPI_ISL_17714270,3,Germany,Sichuan,2023-01-19,2023-05-13
EPI_ISL_17775783,EPI_ISL_17724977,2,Colombia,Shanghai,2023-05-12,2023-05-13
EPI_ISL_17694993,EPI_ISL_17744690,1,Singapore,Yunnan,2023-05-16,2023-05-13
EPI_ISL_17637628,EPI_ISL_17736025,2,Japan,Sichuan,2023-04-25,2023-05-13
EPI_ISL_17849054,EPI_ISL_18049554,1,Canada,Beijing,2023-06-13,2023-05-13
EPI_ISL_17173981,EPI_ISL_17684333,1,Germany,Hubei,2023-02-23,2023-05-13
EPI_ISL_17780204,EPI_ISL_17696906,2,Japan,Hubei,2023-05-19,2023-05-13
EPI_ISL_17952690,EPI_ISL_18035427,4,Hong Kong,Guangdong,2023-06-01,2023-05-13
EPI_ISL_17637667,EPI_ISL_18049552,0,Japan,Beijing,2023-04-17,2023-05-13
EPI_ISL_17614551,EPI_ISL_17724986,3,Austria,Shanghai,2023-04-26,2023-05-13
EPI_ISL_18207583,EPI_ISL_17724974,1,USA,Shanghai,2023-05-04,2023-05-13
EPI_ISL_17645180,EPI_ISL_17724984,1,Canada,Shanghai,2023-04-22,2023-05-13
EPI_ISL_17232228,EPI_ISL_18034977,6,France,Guangdong,2023-02-27,2023-05-13
EPI_ISL_16986578,EPI_ISL_17724983,1,USA,Shanghai,2023-02-06,2023-05-13
EPI_ISL_17710993,EPI_ISL_17724982,0,Netherlands,Shanghai,2023-05-09,2023-05-13
EPI_ISL_17153939,EPI_ISL_18034975,0,United Kingdom,Guangdong,2023-02-23,2023-05-13
EPI_ISL_17815599,EPI_ISL_18036917,0,Hong Kong,Guangdong,2023-06-07,2023-05-13
EPI_ISL_17502897,EPI_ISL_18035395,3,Malaysia,Guangdong,2023-03-30,2023-05-13
EPI_ISL_17269871,EPI_ISL_18035066,3,India,Guangdong,2023-03-01,2023-05-13
EPI_ISL_17071598,EPI_ISL_18049625,1,Germany,Beijing,2023-02-20,2023-05-13
EPI_ISL_16690446,EPI_ISL_18049585,0,USA,Beijing,2022-12-16,2023-05-13
EPI_ISL_17730089,EPI_ISL_17775251,3,India,Xinjiang,2023-01-24,2023-05-13
EPI_ISL_17838747,EPI_ISL_18035396,1,Brazil,Guangdong,2023-05-19,2023-05-13
EPI_ISL_17197632,EPI_ISL_18049617,1,USA,Beijing,2023-03-06,2023-05-13
EPI_ISL_17984511,EPI_ISL_18049559,2,South Korea,Beijing,2023-06-24,2023-05-13
EPI_ISL_17153939,EPI_ISL_18035417,0,United Kingdom,Guangdong,2023-02-23,2023-05-13
EPI_ISL_17433556,EPI_ISL_18035020,2,Hong Kong,Guangdong,2023-03-14,2023-05-13
EPI_ISL_17652315,EPI_ISL_18033772,1,Japan,Guangdong,2023-05-01,2023-05-13
EPI_ISL_17791827,EPI_ISL_17725451,1,USA,Shanghai,2023-05-31,2023-05-13
EPI_ISL_17197632,EPI_ISL_17725282,1,USA,Shanghai,2023-03-06,2023-05-13
EPI_ISL_17803896,EPI_ISL_18034994,2,Japan,Guangdong,2023-05-24,2023-05-13
EPI_ISL_17622187,EPI_ISL_17725280,4,Thailand,Shanghai,2023-04-24,2023-05-13
EPI_ISL_17832724,EPI_ISL_18033767,1,Kenya,Guangdong,2023-05-30,2023-05-13
EPI_ISL_18098817,EPI_ISL_17775330,2,USA,Xinjiang,2023-08-02,2023-05-13
EPI_ISL_17816485,EPI_ISL_18049586,3,South Korea,Beijing,2023-05-30,2023-05-13
EPI_ISL_17880477,EPI_ISL_17794387,1,Japan,Jiangxi,2023-05-01,2023-05-13
EPI_ISL_17715932,EPI_ISL_18475104,4,Malaysia,Gansu,2023-05-15,2023-05-13
EPI_ISL_17414698,EPI_ISL_17724975,1,South Korea,Shanghai,2023-03-15,2023-05-13
