source,target,weight,s_country,t_prov,s_date,t_date
EPI_ISL_17662326,EPI_ISL_18494127,3,Canada,Xinjiang,2023-05-05,2023-08-31
EPI_ISL_18147251,EPI_ISL_18438290,1,USA,Beijing,2023-08-18,2023-08-31
EPI_ISL_18453526,EPI_ISL_18505705,3,USA,Xinjiang,2023-09-08,2023-09-01
EPI_ISL_18350062,EPI_ISL_18409200,8,Australia,Anhui,2023-09-06,2023-09-01
EPI_ISL_18276365,EPI_ISL_18268309,0,USA,Shanghai,2023-08-31,2023-09-01
EPI_ISL_18118435,EPI_ISL_18284775,3,Spain,Sichuan,2023-08-01,2023-09-01
EPI_ISL_18352201,EPI_ISL_18495409,1,Malaysia,Shanxi,2023-09-11,2023-09-01
EPI_ISL_18047386,EPI_ISL_18292815,3,South Korea,Yunnan,2023-07-08,2023-09-01
EPI_ISL_18047603,EPI_ISL_18494089,4,South Korea,Xinjiang,2023-07-09,2023-09-01
EPI_ISL_18352201,EPI_ISL_18292875,3,Malaysia,Yunnan,2023-09-11,2023-09-01
EPI_ISL_18324899,EPI_ISL_18401866,3,Australia,Shanxi,2023-09-05,2023-09-02
EPI_ISL_18421940,EPI_ISL_18268312,2,USA,Shanghai,2023-10-12,2023-09-02
EPI_ISL_18492780,EPI_ISL_18245827,3,Canada,Fujian,2023-10-24,2023-09-02
EPI_ISL_18271825,EPI_ISL_18261471,3,South Korea,Sichuan,2023-08-23,2023-09-02
EPI_ISL_18256007,EPI_ISL_18268356,2,Spain,Shanghai,2023-08-25,2023-09-02
EPI_ISL_18495947,EPI_ISL_18285054,4,Japan,Sichuan,2023-10-24,2023-09-02
EPI_ISL_18147251,EPI_ISL_18268169,1,USA,Hubei,2023-08-18,2023-09-03
EPI_ISL_18129801,EPI_ISL_18268321,2,Canada,Shanghai,2023-08-11,2023-09-03
EPI_ISL_18453526,EPI_ISL_18494162,3,USA,Xinjiang,2023-09-08,2023-09-03
EPI_ISL_18047603,EPI_ISL_18268164,2,South Korea,Hubei,2023-07-09,2023-09-03
EPI_ISL_18047603,EPI_ISL_18292844,5,South Korea,Yunnan,2023-07-09,2023-09-03
EPI_ISL_18382477,EPI_ISL_18254180,2,Japan,Hubei,2023-09-20,2023-09-03
EPI_ISL_18293398,EPI_ISL_18284972,4,South Korea,Shanghai,2023-08-27,2023-09-03
EPI_ISL_18117410,EPI_ISL_18268320,1,South Korea,Shanghai,2023-07-24,2023-09-03
EPI_ISL_18244273,EPI_ISL_18494072,2,Denmark,Xinjiang,2023-08-21,2023-09-03
EPI_ISL_18233134,EPI_ISL_18505750,2,Singapore,Xinjiang,2023-08-25,2023-09-04
EPI_ISL_18401133,EPI_ISL_18254216,5,USA,Hubei,2023-08-13,2023-09-04
EPI_ISL_18500110,EPI_ISL_18289771,6,Malaysia,Anhui,2023-10-11,2023-09-04
EPI_ISL_18294205,EPI_ISL_18495021,3,Japan,Henan,2023-09-02,2023-09-04
EPI_ISL_18405182,EPI_ISL_18284963,2,Germany,Shanghai,2023-09-25,2023-09-04
EPI_ISL_18047603,EPI_ISL_18268152,4,South Korea,Hubei,2023-07-09,2023-09-04
EPI_ISL_18300598,EPI_ISL_18284731,5,Australia,Hubei,2023-09-06,2023-09-04
EPI_ISL_18312761,EPI_ISL_18324203,5,South Korea,Yunnan,2023-08-31,2023-09-04
EPI_ISL_18371726,EPI_ISL_18284764,2,Canada,Sichuan,2023-09-25,2023-09-04
EPI_ISL_18231763,EPI_ISL_18494074,3,New Zealand,Xinjiang,2023-08-19,2023-09-04
EPI_ISL_18214091,EPI_ISL_18292753,5,South Korea,Yunnan,2023-08-09,2023-09-04
EPI_ISL_18300598,EPI_ISL_18505613,5,Australia,Xinjiang,2023-09-06,2023-09-04
EPI_ISL_18208204,EPI_ISL_18268171,7,Japan,Hubei,2023-08-14,2023-09-04
EPI_ISL_18300745,EPI_ISL_18320780,6,Australia,Shanghai,2023-09-15,2023-09-04
EPI_ISL_18284117,EPI_ISL_18254242,0,USA,Hubei,2023-09-10,2023-09-05
EPI_ISL_18139825,EPI_ISL_18465187,4,South Korea,Henan,2023-07-27,2023-09-05
EPI_ISL_18461703,EPI_ISL_18465193,1,Australia,Henan,2023-10-03,2023-09-05
EPI_ISL_18407456,EPI_ISL_18284918,2,USA,Shanghai,2023-09-29,2023-09-05
EPI_ISL_18331069,EPI_ISL_18284700,4,Japan,Sichuan,2023-09-12,2023-09-05
EPI_ISL_18306632,EPI_ISL_18384367,3,Japan,Heilongjiang,2023-09-06,2023-09-05
EPI_ISL_18278758,EPI_ISL_18401789,6,USA,Shanxi,2023-08-29,2023-09-05
EPI_ISL_18465820,EPI_ISL_18401805,3,Japan,Shanxi,2023-10-18,2023-09-05
EPI_ISL_18243467,EPI_ISL_18505614,7,Singapore,Xinjiang,2023-09-05,2023-09-05
EPI_ISL_18366373,EPI_ISL_18505692,1,Hong Kong,Xinjiang,2023-09-18,2023-09-05
EPI_ISL_18403281,EPI_ISL_18401881,2,Germany,Shanxi,2023-09-19,2023-09-05
EPI_ISL_18420841,EPI_ISL_18284767,5,United Kingdom,Sichuan,2023-10-05,2023-09-05
EPI_ISL_18346833,EPI_ISL_18284982,0,Australia,Shanghai,2023-09-24,2023-09-05
EPI_ISL_18361363,EPI_ISL_18401921,2,Australia,Shanxi,2023-09-14,2023-09-05
EPI_ISL_18271924,EPI_ISL_18313115,5,South Korea,Hubei,2023-08-22,2023-09-06
EPI_ISL_18326182,EPI_ISL_18505770,3,South Africa,Xinjiang,2023-08-22,2023-09-06
EPI_ISL_18135334,EPI_ISL_18245837,1,Denmark,Fujian,2023-08-14,2023-09-06
EPI_ISL_18139825,EPI_ISL_18300562,3,South Korea,Guizhou,2023-07-27,2023-09-06
EPI_ISL_18278758,EPI_ISL_18313202,2,USA,Hubei,2023-08-29,2023-09-06
EPI_ISL_17996114,EPI_ISL_18376506,3,USA,Hubei,2023-07-07,2023-09-06
EPI_ISL_18453526,EPI_ISL_18284968,3,USA,Shanghai,2023-09-08,2023-09-06
EPI_ISL_18306991,EPI_ISL_18376499,1,Singapore,Hubei,2023-09-15,2023-09-06
EPI_ISL_18405125,EPI_ISL_18376500,1,Germany,Hubei,2023-09-28,2023-09-06
EPI_ISL_18047603,EPI_ISL_18304248,5,South Korea,Sichuan,2023-07-09,2023-09-06
EPI_ISL_18459307,EPI_ISL_18320781,5,New Zealand,Shanghai,2023-10-02,2023-09-06
EPI_ISL_18331069,EPI_ISL_18245834,1,Japan,Fujian,2023-09-12,2023-09-06
EPI_ISL_18225451,EPI_ISL_18505586,4,Australia,Xinjiang,2023-08-29,2023-09-06
EPI_ISL_18278981,EPI_ISL_18320770,5,Singapore,Shanghai,2023-08-14,2023-09-06
EPI_ISL_18500110,EPI_ISL_18376503,3,Malaysia,Hubei,2023-10-11,2023-09-06
EPI_ISL_18047603,EPI_ISL_18292825,5,South Korea,Yunnan,2023-07-09,2023-09-06
EPI_ISL_18257636,EPI_ISL_18376460,1,Thailand,Hubei,2023-08-21,2023-09-06
EPI_ISL_18470572,EPI_ISL_18384364,3,Canada,Heilongjiang,2023-10-27,2023-09-06
EPI_ISL_18239108,EPI_ISL_18505713,5,USA,Xinjiang,2023-08-30,2023-09-06
EPI_ISL_18273561,EPI_ISL_18330256,5,United Kingdom,Hubei,2023-09-07,2023-09-06
EPI_ISL_18312393,EPI_ISL_18313117,2,South Korea,Hubei,2023-09-11,2023-09-06
EPI_ISL_18361909,EPI_ISL_18465183,2,Singapore,Henan,2023-10-02,2023-09-06
EPI_ISL_17662326,EPI_ISL_18277151,5,Canada,Fujian,2023-05-05,2023-09-07
EPI_ISL_18139825,EPI_ISL_18320886,3,South Korea,Shanghai,2023-07-27,2023-09-07
EPI_ISL_18405125,EPI_ISL_18284992,1,Germany,Shanghai,2023-09-28,2023-09-07
EPI_ISL_18139825,EPI_ISL_18320782,4,South Korea,Shanghai,2023-07-27,2023-09-07
EPI_ISL_18312855,EPI_ISL_18384400,3,South Korea,Heilongjiang,2023-08-29,2023-09-07
EPI_ISL_18416135,EPI_ISL_18277156,1,USA,Fujian,2023-10-04,2023-09-07
EPI_ISL_18140429,EPI_ISL_18313211,3,South Korea,Hubei,2023-08-04,2023-09-07
EPI_ISL_18327665,EPI_ISL_18505712,2,USA,Xinjiang,2023-09-20,2023-09-07
EPI_ISL_18405125,EPI_ISL_18284819,3,Germany,Shanghai,2023-09-28,2023-09-07
EPI_ISL_18435755,EPI_ISL_18330247,1,South Korea,Hubei,2023-10-16,2023-09-08
EPI_ISL_18442472,EPI_ISL_18284697,7,USA,Sichuan,2023-09-30,2023-09-08
EPI_ISL_18401482,EPI_ISL_18495424,4,Japan,Shanxi,2023-09-25,2023-09-08
EPI_ISL_18128331,EPI_ISL_18292863,2,Qatar,Yunnan,2023-08-06,2023-09-08
EPI_ISL_18139825,EPI_ISL_18495437,4,South Korea,Shanxi,2023-07-27,2023-09-08
EPI_ISL_18047603,EPI_ISL_18495427,3,South Korea,Shanxi,2023-07-09,2023-09-08
EPI_ISL_18067366,EPI_ISL_18313210,3,South Korea,Hubei,2023-07-04,2023-09-08
EPI_ISL_18421940,EPI_ISL_18277176,3,USA,Fujian,2023-10-12,2023-09-08
EPI_ISL_18141161,EPI_ISL_18284676,0,Singapore,Sichuan,2023-08-21,2023-09-08
EPI_ISL_18047603,EPI_ISL_18313201,2,South Korea,Hubei,2023-07-09,2023-09-08
EPI_ISL_18411421,EPI_ISL_18505584,2,Australia,Xinjiang,2023-09-28,2023-09-08
EPI_ISL_18140429,EPI_ISL_18330240,4,South Korea,Hubei,2023-08-04,2023-09-08
EPI_ISL_18331069,EPI_ISL_18292657,5,Japan,Shanxi,2023-09-12,2023-09-08
EPI_ISL_18324899,EPI_ISL_18495421,4,Australia,Shanxi,2023-09-05,2023-09-08
EPI_ISL_18300598,EPI_ISL_18268272,4,Australia,Qinghai,2023-09-06,2023-09-09
EPI_ISL_18411666,EPI_ISL_18505642,3,Australia,Xinjiang,2023-10-05,2023-09-09
EPI_ISL_18391718,EPI_ISL_18320772,5,Luxembourg,Shanghai,2023-09-04,2023-09-09
EPI_ISL_18419662,EPI_ISL_18324153,2,Malaysia,Yunnan,2023-10-09,2023-09-09
EPI_ISL_18449773,EPI_ISL_18324199,5,Thailand,Yunnan,2023-09-25,2023-09-09
EPI_ISL_18411421,EPI_ISL_18505648,2,Australia,Xinjiang,2023-09-28,2023-09-09
EPI_ISL_18411371,EPI_ISL_18330283,5,Australia,Liaoning,2023-09-09,2023-09-09
EPI_ISL_18352201,EPI_ISL_18292884,4,Malaysia,Yunnan,2023-09-11,2023-09-09
EPI_ISL_18275996,EPI_ISL_18320800,3,USA,Shanghai,2023-08-29,2023-09-09
EPI_ISL_18278997,EPI_ISL_18447732,2,Singapore,Xinjiang,2023-08-16,2023-09-09
EPI_ISL_18361365,EPI_ISL_18284798,1,Australia,Shanghai,2023-09-25,2023-09-09
EPI_ISL_18139825,EPI_ISL_18284836,1,South Korea,Shanghai,2023-07-27,2023-09-09
EPI_ISL_18359901,EPI_ISL_18330237,1,USA,Hubei,2023-10-01,2023-09-09
EPI_ISL_18352558,EPI_ISL_18330194,4,Australia,Hubei,2023-09-18,2023-09-10
EPI_ISL_18416722,EPI_ISL_18313125,2,Russia,Hubei,2023-10-02,2023-09-10
EPI_ISL_18459576,EPI_ISL_18360261,4,New Zealand,Shanghai,2023-10-05,2023-09-10
EPI_ISL_18278981,EPI_ISL_18284878,3,Singapore,Shanghai,2023-08-14,2023-09-10
EPI_ISL_18492780,EPI_ISL_18330297,3,Canada,Fujian,2023-10-24,2023-09-10
EPI_ISL_18355048,EPI_ISL_18505706,5,Singapore,Xinjiang,2023-09-25,2023-09-10
EPI_ISL_18272131,EPI_ISL_18284854,2,South Korea,Shanghai,2023-08-23,2023-09-10
EPI_ISL_17996114,EPI_ISL_18464994,4,USA,Heilongjiang,2023-07-07,2023-09-10
EPI_ISL_18384937,EPI_ISL_18320849,2,Switzerland,Shanghai,2023-09-21,2023-09-10
EPI_ISL_18453526,EPI_ISL_18284675,3,USA,Sichuan,2023-09-08,2023-09-10
EPI_ISL_18139825,EPI_ISL_18268148,2,South Korea,Hubei,2023-07-27,2023-09-10
EPI_ISL_18225401,EPI_ISL_18376458,4,Australia,Hubei,2023-08-23,2023-09-10
EPI_ISL_18381966,EPI_ISL_18505624,3,South Korea,Xinjiang,2023-09-14,2023-09-11
EPI_ISL_18434938,EPI_ISL_18292661,2,Japan,Shanxi,2023-09-28,2023-09-11
EPI_ISL_18328691,EPI_ISL_18285072,2,USA,Sichuan,2023-09-06,2023-09-11
EPI_ISL_18466076,EPI_ISL_18277141,0,Japan,Fujian,2023-10-10,2023-09-11
EPI_ISL_18165840,EPI_ISL_18505656,3,South Korea,Xinjiang,2023-08-10,2023-09-11
EPI_ISL_18453526,EPI_ISL_18330260,1,USA,Liaoning,2023-09-08,2023-09-11
EPI_ISL_18327437,EPI_ISL_18384535,3,France,Yunnan,2023-09-18,2023-09-11
EPI_ISL_18129801,EPI_ISL_18320826,4,Canada,Shanghai,2023-08-11,2023-09-11
EPI_ISL_17662326,EPI_ISL_18320805,7,Canada,Shanghai,2023-05-05,2023-09-11
EPI_ISL_18067366,EPI_ISL_18438174,3,South Korea,Beijing,2023-07-04,2023-09-11
EPI_ISL_18391945,EPI_ISL_18384449,4,Japan,Yunnan,2023-09-27,2023-09-11
EPI_ISL_18500110,EPI_ISL_18304269,1,Malaysia,Sichuan,2023-10-11,2023-09-11
EPI_ISL_18346847,EPI_ISL_18376433,1,Australia,Fujian,2023-09-25,2023-09-11
EPI_ISL_18352558,EPI_ISL_18388883,7,Australia,Hubei,2023-09-18,2023-09-11
EPI_ISL_18278997,EPI_ISL_18505597,1,Singapore,Xinjiang,2023-08-16,2023-09-11
EPI_ISL_18488515,EPI_ISL_18313194,2,New Zealand,Hubei,2023-10-21,2023-09-11
EPI_ISL_18354453,EPI_ISL_18505644,3,Australia,Xinjiang,2023-09-10,2023-09-11
EPI_ISL_18328691,EPI_ISL_18465085,3,USA,Heilongjiang,2023-09-06,2023-09-11
EPI_ISL_18361866,EPI_ISL_18505652,3,Singapore,Xinjiang,2023-09-28,2023-09-11
EPI_ISL_18473527,EPI_ISL_18505605,0,Singapore,Xinjiang,2023-10-30,2023-09-11
EPI_ISL_18453526,EPI_ISL_18313157,1,USA,Hubei,2023-09-08,2023-09-11
EPI_ISL_18394411,EPI_ISL_18268266,6,USA,Qinghai,2023-10-02,2023-09-11
EPI_ISL_18453526,EPI_ISL_18284737,2,USA,Hubei,2023-09-08,2023-09-11
EPI_ISL_18306632,EPI_ISL_18277143,4,Japan,Fujian,2023-09-06,2023-09-11
EPI_ISL_18306991,EPI_ISL_18320824,0,Singapore,Shanghai,2023-09-15,2023-09-11
EPI_ISL_18225451,EPI_ISL_18313095,7,Australia,Gansu,2023-08-29,2023-09-11
EPI_ISL_18490422,EPI_ISL_18505600,2,Greece,Xinjiang,2023-10-02,2023-09-12
EPI_ISL_18307196,EPI_ISL_18438119,4,Singapore,Beijing,2023-09-18,2023-09-12
EPI_ISL_18139764,EPI_ISL_18465154,3,South Korea,Heilongjiang,2023-07-24,2023-09-12
EPI_ISL_18047603,EPI_ISL_18330276,2,South Korea,Liaoning,2023-07-09,2023-09-12
EPI_ISL_18147251,EPI_ISL_18505664,4,USA,Xinjiang,2023-08-18,2023-09-12
EPI_ISL_18312934,EPI_ISL_18284866,1,South Korea,Shanghai,2023-09-04,2023-09-12
EPI_ISL_18408933,EPI_ISL_18376550,7,South Korea,Sichuan,2023-09-25,2023-09-12
EPI_ISL_18462078,EPI_ISL_18384478,2,Norway,Yunnan,2023-09-24,2023-09-12
EPI_ISL_18294182,EPI_ISL_18330205,2,Japan,Hubei,2023-08-31,2023-09-12
EPI_ISL_18324899,EPI_ISL_18384469,5,Australia,Yunnan,2023-09-05,2023-09-12
EPI_ISL_18047603,EPI_ISL_18313188,4,South Korea,Hubei,2023-07-09,2023-09-12
EPI_ISL_18500124,EPI_ISL_18376481,4,Malaysia,Hubei,2023-10-23,2023-09-12
EPI_ISL_18417336,EPI_ISL_18376484,2,Russia,Hubei,2023-09-13,2023-09-12
EPI_ISL_18421940,EPI_ISL_18304208,2,USA,Fujian,2023-10-12,2023-09-12
EPI_ISL_18363349,EPI_ISL_18438085,3,France,Beijing,2023-09-18,2023-09-12
EPI_ISL_18459307,EPI_ISL_18292668,4,New Zealand,Shanxi,2023-10-02,2023-09-12
EPI_ISL_18147251,EPI_ISL_18324200,1,USA,Yunnan,2023-08-18,2023-09-12
EPI_ISL_18411045,EPI_ISL_18495606,6,South Korea,Gansu,2023-09-09,2023-09-12
EPI_ISL_18324875,EPI_ISL_18277142,4,Australia,Fujian,2023-09-21,2023-09-12
EPI_ISL_18331069,EPI_ISL_18376546,2,Japan,Sichuan,2023-09-12,2023-09-13
EPI_ISL_18128331,EPI_ISL_18376505,1,Qatar,Hubei,2023-08-06,2023-09-13
EPI_ISL_18314759,EPI_ISL_18384551,2,Greece,Yunnan,2023-08-29,2023-09-13
EPI_ISL_18333102,EPI_ISL_18277149,1,USA,Fujian,2023-09-12,2023-09-13
EPI_ISL_18118435,EPI_ISL_18475298,5,Spain,Sichuan,2023-08-01,2023-09-13
EPI_ISL_18300790,EPI_ISL_18475297,2,Australia,Sichuan,2023-09-12,2023-09-13
EPI_ISL_18500124,EPI_ISL_18330289,2,Malaysia,Liaoning,2023-10-23,2023-09-13
EPI_ISL_18405125,EPI_ISL_18320812,2,Germany,Shanghai,2023-09-28,2023-09-13
EPI_ISL_18147251,EPI_ISL_18320810,1,USA,Shanghai,2023-08-18,2023-09-13
EPI_ISL_18405125,EPI_ISL_18330287,2,Germany,Liaoning,2023-09-28,2023-09-13
EPI_ISL_18410955,EPI_ISL_18376511,5,Australia,Hubei,2023-09-24,2023-09-13
EPI_ISL_18128331,EPI_ISL_18447734,1,Qatar,Xinjiang,2023-08-06,2023-09-13
EPI_ISL_18359901,EPI_ISL_18438460,2,USA,Hubei,2023-10-01,2023-09-13
EPI_ISL_18278758,EPI_ISL_18494972,2,USA,Sichuan,2023-08-29,2023-09-14
EPI_ISL_18393894,EPI_ISL_18320766,3,Sweden,Shanghai,2023-09-25,2023-09-14
EPI_ISL_18300790,EPI_ISL_18320835,2,Australia,Shanghai,2023-09-12,2023-09-14
EPI_ISL_18225451,EPI_ISL_18505616,8,Australia,Xinjiang,2023-08-29,2023-09-14
EPI_ISL_18500110,EPI_ISL_18330208,2,Malaysia,Hubei,2023-10-11,2023-09-14
EPI_ISL_18503454,EPI_ISL_18320836,6,Australia,Shanghai,2023-10-30,2023-09-14
EPI_ISL_18492780,EPI_ISL_18320838,3,Canada,Shanghai,2023-10-24,2023-09-14
EPI_ISL_18235973,EPI_ISL_18438333,1,Japan,Beijing,2023-08-25,2023-09-14
EPI_ISL_18419664,EPI_ISL_18402007,1,Malaysia,Sichuan,2023-10-10,2023-09-14
EPI_ISL_18139825,EPI_ISL_18360190,10,South Korea,Shanghai,2023-07-27,2023-09-14
EPI_ISL_18361352,EPI_ISL_18488043,3,Australia,Yunnan,2023-09-25,2023-09-14
EPI_ISL_18271924,EPI_ISL_18388886,8,South Korea,Hubei,2023-08-22,2023-09-14
EPI_ISL_18402043,EPI_ISL_18360316,2,Japan,Shanghai,2023-09-26,2023-09-14
EPI_ISL_18376806,EPI_ISL_18384453,1,Singapore,Yunnan,2023-09-07,2023-09-14
EPI_ISL_18278758,EPI_ISL_18360259,2,USA,Shanghai,2023-08-29,2023-09-14
EPI_ISL_18492780,EPI_ISL_18454311,2,Canada,Henan,2023-10-24,2023-09-14
EPI_ISL_18139764,EPI_ISL_18320732,3,South Korea,Shanghai,2023-07-24,2023-09-14
EPI_ISL_18468622,EPI_ISL_18505638,3,Netherlands,Xinjiang,2023-10-24,2023-09-14
EPI_ISL_18333743,EPI_ISL_18304191,0,USA,Fujian,2023-09-18,2023-09-14
EPI_ISL_18475474,EPI_ISL_18409366,3,Taiwan,Yunnan,2023-09-13,2023-09-14
EPI_ISL_18139825,EPI_ISL_18438321,4,South Korea,Beijing,2023-07-27,2023-09-15
EPI_ISL_18139825,EPI_ISL_18304222,1,South Korea,Fujian,2023-07-27,2023-09-15
EPI_ISL_18493099,EPI_ISL_18324198,2,Canada,Yunnan,2023-10-28,2023-09-15
EPI_ISL_18416348,EPI_ISL_18360264,0,USA,Shanghai,2023-10-06,2023-09-15
EPI_ISL_18459307,EPI_ISL_18505689,4,New Zealand,Xinjiang,2023-10-02,2023-09-15
EPI_ISL_18138560,EPI_ISL_18505688,5,USA,Xinjiang,2023-08-12,2023-09-15
EPI_ISL_18288826,EPI_ISL_18360329,2,USA,Shanghai,2023-08-29,2023-09-15
EPI_ISL_18285553,EPI_ISL_18376515,1,Denmark,Sichuan,2023-09-04,2023-09-15
EPI_ISL_18047603,EPI_ISL_18495450,6,South Korea,Shanxi,2023-07-09,2023-09-15
EPI_ISL_18165840,EPI_ISL_18438454,2,South Korea,Hubei,2023-08-10,2023-09-15
EPI_ISL_18399567,EPI_ISL_18505630,1,Sweden,Xinjiang,2023-10-06,2023-09-15
EPI_ISL_18300790,EPI_ISL_18320871,4,Australia,Shanghai,2023-09-12,2023-09-15
EPI_ISL_18402043,EPI_ISL_18505685,1,Japan,Xinjiang,2023-09-26,2023-09-16
EPI_ISL_18139825,EPI_ISL_18360272,6,South Korea,Shanghai,2023-07-27,2023-09-16
EPI_ISL_18382662,EPI_ISL_18304213,2,South Korea,Fujian,2023-09-18,2023-09-16
EPI_ISL_18111556,EPI_ISL_18313238,4,South Korea,Qinghai,2023-07-18,2023-09-16
EPI_ISL_18139764,EPI_ISL_18447736,3,South Korea,Xinjiang,2023-07-24,2023-09-16
EPI_ISL_18419664,EPI_ISL_18313237,5,Malaysia,Qinghai,2023-10-10,2023-09-16
EPI_ISL_18453526,EPI_ISL_18320685,7,USA,Sichuan,2023-09-08,2023-09-16
EPI_ISL_18420841,EPI_ISL_18438050,2,United Kingdom,Anhui,2023-10-05,2023-09-16
EPI_ISL_18468622,EPI_ISL_18330299,2,Netherlands,Fujian,2023-10-24,2023-09-16
EPI_ISL_18411053,EPI_ISL_18485358,5,South Korea,Hubei,2023-09-11,2023-09-16
EPI_ISL_18047603,EPI_ISL_18330301,6,South Korea,Fujian,2023-07-09,2023-09-17
EPI_ISL_18500119,EPI_ISL_18401711,1,Malaysia,Fujian,2023-10-23,2023-09-17
EPI_ISL_18362251,EPI_ISL_18320870,2,United Kingdom,Shanghai,2023-09-27,2023-09-17
EPI_ISL_18435680,EPI_ISL_18388955,3,South Korea,Liaoning,2023-09-25,2023-09-17
EPI_ISL_18396144,EPI_ISL_18376541,1,Australia,Sichuan,2023-10-07,2023-09-17
EPI_ISL_18448530,EPI_ISL_18360298,2,Canada,Shanghai,2023-10-24,2023-09-17
EPI_ISL_18411421,EPI_ISL_18384543,2,Australia,Yunnan,2023-09-28,2023-09-17
EPI_ISL_18391945,EPI_ISL_18360304,2,Japan,Shanghai,2023-09-27,2023-09-17
EPI_ISL_18503642,EPI_ISL_18360297,4,South Korea,Shanghai,2023-10-11,2023-09-17
EPI_ISL_18500124,EPI_ISL_18330233,3,Malaysia,Hubei,2023-10-23,2023-09-17
EPI_ISL_18147251,EPI_ISL_18409383,4,USA,Yunnan,2023-08-18,2023-09-17
EPI_ISL_18139825,EPI_ISL_18425081,5,South Korea,Liaoning,2023-07-27,2023-09-17
EPI_ISL_18139825,EPI_ISL_18505593,5,South Korea,Xinjiang,2023-07-27,2023-09-18
EPI_ISL_18491133,EPI_ISL_18505670,2,Greece,Xinjiang,2023-09-11,2023-09-18
EPI_ISL_18360657,EPI_ISL_18304192,0,USA,Fujian,2023-09-23,2023-09-18
EPI_ISL_18328691,EPI_ISL_18447804,3,USA,Xinjiang,2023-09-06,2023-09-18
EPI_ISL_18278758,EPI_ISL_18465142,4,USA,Heilongjiang,2023-08-29,2023-09-18
EPI_ISL_18243494,EPI_ISL_18376562,3,Singapore,Sichuan,2023-09-04,2023-09-18
EPI_ISL_18328691,EPI_ISL_18313133,2,USA,Hubei,2023-09-06,2023-09-18
EPI_ISL_18256007,EPI_ISL_18465089,5,Spain,Heilongjiang,2023-08-25,2023-09-18
EPI_ISL_18407456,EPI_ISL_18465201,3,USA,Henan,2023-09-29,2023-09-18
EPI_ISL_18139825,EPI_ISL_18465210,6,South Korea,Henan,2023-07-27,2023-09-18
EPI_ISL_18313064,EPI_ISL_18320761,2,South Korea,Shanghai,2023-09-12,2023-09-18
EPI_ISL_18300010,EPI_ISL_18320760,0,Netherlands,Shanghai,2023-09-06,2023-09-18
EPI_ISL_18139825,EPI_ISL_18320759,5,South Korea,Shanghai,2023-07-27,2023-09-18
EPI_ISL_18312904,EPI_ISL_18384574,2,South Korea,Yunnan,2023-09-04,2023-09-18
EPI_ISL_18147277,EPI_ISL_18313199,3,USA,Hubei,2023-08-19,2023-09-18
EPI_ISL_18147251,EPI_ISL_18304233,7,USA,Qinghai,2023-08-18,2023-09-18
EPI_ISL_18346847,EPI_ISL_18304273,1,Australia,Qinghai,2023-09-25,2023-09-18
EPI_ISL_18300745,EPI_ISL_18304232,7,Australia,Qinghai,2023-09-15,2023-09-18
EPI_ISL_18388829,EPI_ISL_18304260,2,France,Sichuan,2023-10-02,2023-09-18
EPI_ISL_18333743,EPI_ISL_18304194,3,USA,Fujian,2023-09-18,2023-09-18
EPI_ISL_18278758,EPI_ISL_18384582,5,USA,Yunnan,2023-08-29,2023-09-18
EPI_ISL_18278758,EPI_ISL_18384576,0,USA,Yunnan,2023-08-29,2023-09-18
EPI_ISL_18047603,EPI_ISL_18313196,6,South Korea,Hubei,2023-07-09,2023-09-18
EPI_ISL_18416722,EPI_ISL_18464988,1,Russia,Heilongjiang,2023-10-02,2023-09-18
EPI_ISL_18333743,EPI_ISL_18454305,3,USA,Henan,2023-09-18,2023-09-18
EPI_ISL_18147251,EPI_ISL_18438047,0,USA,Anhui,2023-08-18,2023-09-18
EPI_ISL_18453526,EPI_ISL_18384581,6,USA,Yunnan,2023-09-08,2023-09-18
EPI_ISL_18278758,EPI_ISL_18313139,2,USA,Hubei,2023-08-29,2023-09-18
EPI_ISL_18266180,EPI_ISL_18313135,4,USA,Hubei,2023-08-21,2023-09-18
EPI_ISL_18139825,EPI_ISL_18376455,5,South Korea,Fujian,2023-07-27,2023-09-18
EPI_ISL_18161364,EPI_ISL_18330223,3,United Kingdom,Hubei,2023-08-05,2023-09-18
EPI_ISL_18355016,EPI_ISL_18376537,3,Singapore,Sichuan,2023-09-26,2023-09-18
EPI_ISL_18139825,EPI_ISL_18360306,2,South Korea,Shanghai,2023-07-27,2023-09-18
EPI_ISL_18492780,EPI_ISL_18360343,2,Canada,Shanghai,2023-10-24,2023-09-18
EPI_ISL_18492780,EPI_ISL_18330332,1,Canada,Fujian,2023-10-24,2023-09-18
EPI_ISL_18306220,EPI_ISL_18425067,3,Japan,Liaoning,2023-09-07,2023-09-19
EPI_ISL_18453526,EPI_ISL_18388952,2,USA,Liaoning,2023-09-08,2023-09-19
EPI_ISL_18147251,EPI_ISL_18360342,4,USA,Shanghai,2023-08-18,2023-09-19
EPI_ISL_18354453,EPI_ISL_18465094,1,Australia,Heilongjiang,2023-09-10,2023-09-19
EPI_ISL_18473644,EPI_ISL_18360345,0,Singapore,Shanghai,2023-10-30,2023-09-19
EPI_ISL_18292157,EPI_ISL_18360191,7,New Zealand,Shanghai,2023-09-04,2023-09-19
EPI_ISL_18233126,EPI_ISL_18438542,4,Singapore,Shanghai,2023-08-25,2023-09-19
EPI_ISL_18330159,EPI_ISL_18388884,2,USA,Hubei,2023-09-08,2023-09-19
